MCC,MNC,LAC_TAC,ENB_GNB,CI,ECI_NCI,CGI_ECGI_NCGI,PARAGON_ID,CELL_IDENTIFIER,TECNOLOGIA,BANDA,LATITUDE,LONGITUDE,AZIMUTE,NOME,MORADA,MORADA1,FREGUESIA,Concelho,Concelho_CD,Distrito,Distrito_CD,CP4,CP3,DESIGNACAO_POSTAL,DATA,DICOFRE
268,2,,101616,53,26013749,268-02-26013749,,,4,900,39.2545874,-9.1108998,240,ALTO DO BACALHAU (3),,,UNIAO DAS FREGUESIAS DO CADAVAL E PERO MONIZ,CADAVAL,1104,LISBOA,11,,,,6/1/2025,110411
268,2,,101616,93,26013789,268-02-26013789,,,4,2600,39.2545874,-9.1108998,240,ALTO DO BACALHAU (3),,,UNIAO DAS FREGUESIAS DO CADAVAL E PERO MONIZ,CADAVAL,1104,LISBOA,11,,,,6/1/2025,110411
268,2,,101616,183,26013879,268-02-26013879,,,4,1800,39.2545874,-9.1108998,240,ALTO DO BACALHAU (3),,,UNIAO DAS FREGUESIAS DO CADAVAL E PERO MONIZ,CADAVAL,1104,LISBOA,11,,,,6/1/2025,110411
268,2,,501616,53,128413749,268-02-128413749,,,4,900,39.2545874,-9.1108998,240,ALTO DO BACALHAU (3),,,UNIAO DAS FREGUESIAS DO CADAVAL E PERO MONIZ,CADAVAL,1104,LISBOA,11,,,,6/1/2025,110411
268,2,,501616,183,128413879,268-02-128413879,,,4,1800,39.2545874,-9.1108998,240,ALTO DO BACALHAU (3),,,UNIAO DAS FREGUESIAS DO CADAVAL E PERO MONIZ,CADAVAL,1104,LISBOA,11,,,,6/1/2025,110411
268,2,,102036,51,26121267,268-02-26121267,,,4,900,38.7034066,-9.2184815,0,ALTO DO DUQUE (1),,,BELEM,LISBOA,1106,LISBOA,11,,,,6/1/2025,110658
268,2,,102036,91,26121307,268-02-26121307,,,4,2600,38.7034066,-9.2184815,0,ALTO DO DUQUE (1),,,BELEM,LISBOA,1106,LISBOA,11,,,,6/1/2025,110658
268,2,,102036,181,26121397,268-02-26121397,,,4,1800,38.7034066,-9.2184815,0,ALTO DO DUQUE (1),,,BELEM,LISBOA,1106,LISBOA,11,,,,6/1/2025,110658
268,2,,502036,51,128521267,268-02-128521267,,,4,900,38.7034066,-9.2184815,0,ALTO DO DUQUE (1),,,BELEM,LISBOA,1106,LISBOA,11,,,,6/1/2025,110658
268,2,,502036,181,128521397,268-02-128521397,,,4,1800,38.7034066,-9.2184815,0,ALTO DO DUQUE (1),,,BELEM,LISBOA,1106,LISBOA,11,,,,6/1/2025,110658
268,2,,102036,52,26121268,268-02-26121268,,,4,900,38.7034066,-9.2184815,120,ALTO DO DUQUE (2),,,BELEM,LISBOA,1106,LISBOA,11,,,,6/1/2025,110658
268,2,,102036,92,26121308,268-02-26121308,,,4,2600,38.7034066,-9.2184815,120,ALTO DO DUQUE (2),,,BELEM,LISBOA,1106,LISBOA,11,,,,6/1/2025,110658
268,2,,102036,182,26121398,268-02-26121398,,,4,1800,38.7034066,-9.2184815,120,ALTO DO DUQUE (2),,,BELEM,LISBOA,1106,LISBOA,11,,,,6/1/2025,110658
268,2,,502036,52,128521268,268-02-128521268,,,4,900,38.7034066,-9.2184815,120,ALTO DO DUQUE (2),,,BELEM,LISBOA,1106,LISBOA,11,,,,6/1/2025,110658
268,2,,502036,182,128521398,268-02-128521398,,,4,1800,38.7034066,-9.2184815,120,ALTO DO DUQUE (2),,,BELEM,LISBOA,1106,LISBOA,11,,,,6/1/2025,110658
268,2,,102036,53,26121269,268-02-26121269,,,4,900,38.7034066,-9.2184815,240,ALTO DO DUQUE (3),,,BELEM,LISBOA,1106,LISBOA,11,,,,6/1/2025,110658
268,2,,102036,93,26121309,268-02-26121309,,,4,2600,38.7034066,-9.2184815,240,ALTO DO DUQUE (3),,,BELEM,LISBOA,1106,LISBOA,11,,,,6/1/2025,110658
268,2,,102036,183,26121399,268-02-26121399,,,4,1800,38.7034066,-9.2184815,240,ALTO DO DUQUE (3),,,BELEM,LISBOA,1106,LISBOA,11,,,,6/1/2025,110658
268,2,,502036,53,128521269,268-02-128521269,,,4,900,38.7034066,-9.2184815,240,ALTO DO DUQUE (3),,,BELEM,LISBOA,1106,LISBOA,11,,,,6/1/2025,110658
268,2,,502036,183,128521399,268-02-128521399,,,4,1800,38.7034066,-9.2184815,240,ALTO DO DUQUE (3),,,BELEM,LISBOA,1106,LISBOA,11,,,,6/1/2025,110658
268,2,,105065,51,26896691,268-02-26896691,,,4,900,38.7737283,-9.3348554,0,ALTO DO FORTE (1),,,RIO DE MOURO,SINTRA,1111,LISBOA,11,,,,6/1/2025,111108
268,2,,105065,91,26896731,268-02-26896731,,,4,2600,38.7737283,-9.3348554,0,ALTO DO FORTE (1),,,RIO DE MOURO,SINTRA,1111,LISBOA,11,,,,6/1/2025,111108
268,2,,105065,181,26896821,268-02-26896821,,,4,1800,38.7737283,-9.3348554,0,ALTO DO FORTE (1),,,RIO DE MOURO,SINTRA,1111,LISBOA,11,,,,6/1/2025,111108
268,2,,505065,51,129296691,268-02-129296691,,,4,900,38.7737283,-9.3348554,0,ALTO DO FORTE (1),,,RIO DE MOURO,SINTRA,1111,LISBOA,11,,,,6/1/2025,111108
268,2,,505065,181,129296821,268-02-129296821,,,4,1800,38.7737283,-9.3348554,0,ALTO DO FORTE (1),,,RIO DE MOURO,SINTRA,1111,LISBOA,11,,,,6/1/2025,111108
268,2,,105065,52,26896692,268-02-26896692,,,4,900,38.7737283,-9.3348554,120,ALTO DO FORTE (2),,,RIO DE MOURO,SINTRA,1111,LISBOA,11,,,,6/1/2025,111108
268,2,,105065,92,26896732,268-02-26896732,,,4,2600,38.7737283,-9.3348554,120,ALTO DO FORTE (2),,,RIO DE MOURO,SINTRA,1111,LISBOA,11,,,,6/1/2025,111108
268,2,,105065,182,26896822,268-02-26896822,,,4,1800,38.7737283,-9.3348554,120,ALTO DO FORTE (2),,,RIO DE MOURO,SINTRA,1111,LISBOA,11,,,,6/1/2025,111108
268,2,,505065,52,129296692,268-02-129296692,,,4,900,38.7737283,-9.3348554,120,ALTO DO FORTE (2),,,RIO DE MOURO,SINTRA,1111,LISBOA,11,,,,6/1/2025,111108
268,2,,505065,182,129296822,268-02-129296822,,,4,1800,38.7737283,-9.3348554,120,ALTO DO FORTE (2),,,RIO DE MOURO,SINTRA,1111,LISBOA,11,,,,6/1/2025,111108
268,2,,105065,53,26896693,268-02-26896693,,,4,900,38.7737283,-9.3348554,240,ALTO DO FORTE (3),,,RIO DE MOURO,SINTRA,1111,LISBOA,11,,,,6/1/2025,111108
268,2,,105065,93,26896733,268-02-26896733,,,4,2600,38.7737283,-9.3348554,240,ALTO DO FORTE (3),,,RIO DE MOURO,SINTRA,1111,LISBOA,11,,,,6/1/2025,111108
268,2,,105065,183,26896823,268-02-26896823,,,4,1800,38.7737283,-9.3348554,240,ALTO DO FORTE (3),,,RIO DE MOURO,SINTRA,1111,LISBOA,11,,,,6/1/2025,111108
268,2,,505065,53,129296693,268-02-129296693,,,4,900,38.7737283,-9.3348554,240,ALTO DO FORTE (3),,,RIO DE MOURO,SINTRA,1111,LISBOA,11,,,,6/1/2025,111108
268,2,,505065,183,129296823,268-02-129296823,,,4,1800,38.7737283,-9.3348554,240,ALTO DO FORTE (3),,,RIO DE MOURO,SINTRA,1111,LISBOA,11,,,,6/1/2025,111108
268,2,,105014,51,26883635,268-02-26883635,,,4,900,38.7834901,-9.2951269,0,ALTO DO GRAJAL (1),,,UNIAO DAS FREGUESIAS DE AGUALVA E MIRA-SINTRA,SINTRA,1111,LISBOA,11,,,,6/1/2025,111122
268,2,,105014,91,26883675,268-02-26883675,,,4,2600,38.7834901,-9.2951269,0,ALTO DO GRAJAL (1),,,UNIAO DAS FREGUESIAS DE AGUALVA E MIRA-SINTRA,SINTRA,1111,LISBOA,11,,,,6/1/2025,111122
268,2,,105014,181,26883765,268-02-26883765,,,4,1800,38.7834901,-9.2951269,0,ALTO DO GRAJAL (1),,,UNIAO DAS FREGUESIAS DE AGUALVA E MIRA-SINTRA,SINTRA,1111,LISBOA,11,,,,6/1/2025,111122
268,2,,105014,52,26883636,268-02-26883636,,,4,900,38.7834901,-9.2951269,120,ALTO DO GRAJAL (2),,,UNIAO DAS FREGUESIAS DE AGUALVA E MIRA-SINTRA,SINTRA,1111,LISBOA,11,,,,6/1/2025,111122
268,2,,105014,92,26883676,268-02-26883676,,,4,2600,38.7834901,-9.2951269,120,ALTO DO GRAJAL (2),,,UNIAO DAS FREGUESIAS DE AGUALVA E MIRA-SINTRA,SINTRA,1111,LISBOA,11,,,,6/1/2025,111122
268,2,,105014,182,26883766,268-02-26883766,,,4,1800,38.7834901,-9.2951269,120,ALTO DO GRAJAL (2),,,UNIAO DAS FREGUESIAS DE AGUALVA E MIRA-SINTRA,SINTRA,1111,LISBOA,11,,,,6/1/2025,111122
268,2,,105014,53,26883637,268-02-26883637,,,4,900,38.7834901,-9.2951269,240,ALTO DO GRAJAL (3),,,UNIAO DAS FREGUESIAS DE AGUALVA E MIRA-SINTRA,SINTRA,1111,LISBOA,11,,,,6/1/2025,111122
268,2,,105014,93,26883677,268-02-26883677,,,4,2600,38.7834901,-9.2951269,240,ALTO DO GRAJAL (3),,,UNIAO DAS FREGUESIAS DE AGUALVA E MIRA-SINTRA,SINTRA,1111,LISBOA,11,,,,6/1/2025,111122
268,2,,105014,183,26883767,268-02-26883767,,,4,1800,38.7834901,-9.2951269,240,ALTO DO GRAJAL (3),,,UNIAO DAS FREGUESIAS DE AGUALVA E MIRA-SINTRA,SINTRA,1111,LISBOA,11,,,,6/1/2025,111122
268,2,,101585,51,26005811,268-02-26005811,,,4,900,39.4240914,-9.1719576,0,ALTO DO NOBRE (1),,,NADADOURO,CALDAS DA RAINHA,1006,LEIRIA,10,,,,6/1/2025,100608
268,2,,101585,91,26005851,268-02-26005851,,,4,2600,39.4240914,-9.1719576,0,ALTO DO NOBRE (1),,,NADADOURO,CALDAS DA RAINHA,1006,LEIRIA,10,,,,6/1/2025,100608
268,2,,101585,181,26005941,268-02-26005941,,,4,1800,39.4240914,-9.1719576,0,ALTO DO NOBRE (1),,,NADADOURO,CALDAS DA RAINHA,1006,LEIRIA,10,,,,6/1/2025,100608
268,2,,501585,51,128405811,268-02-128405811,,,4,900,39.4240914,-9.1719576,0,ALTO DO NOBRE (1),,,NADADOURO,CALDAS DA RAINHA,1006,LEIRIA,10,,,,6/1/2025,100608
268,2,,501585,181,128405941,268-02-128405941,,,4,1800,39.4240914,-9.1719576,0,ALTO DO NOBRE (1),,,NADADOURO,CALDAS DA RAINHA,1006,LEIRIA,10,,,,6/1/2025,100608
268,2,,101585,52,26005812,268-02-26005812,,,4,900,39.4240914,-9.1719576,120,ALTO DO NOBRE (2),,,NADADOURO,CALDAS DA RAINHA,1006,LEIRIA,10,,,,6/1/2025,100608
268,2,,101585,92,26005852,268-02-26005852,,,4,2600,39.4240914,-9.1719576,120,ALTO DO NOBRE (2),,,NADADOURO,CALDAS DA RAINHA,1006,LEIRIA,10,,,,6/1/2025,100608
268,2,,101585,182,26005942,268-02-26005942,,,4,1800,39.4240914,-9.1719576,120,ALTO DO NOBRE (2),,,NADADOURO,CALDAS DA RAINHA,1006,LEIRIA,10,,,,6/1/2025,100608
268,2,,501585,52,128405812,268-02-128405812,,,4,900,39.4240914,-9.1719576,120,ALTO DO NOBRE (2),,,NADADOURO,CALDAS DA RAINHA,1006,LEIRIA,10,,,,6/1/2025,100608
268,2,,501585,182,128405942,268-02-128405942,,,4,1800,39.4240914,-9.1719576,120,ALTO DO NOBRE (2),,,NADADOURO,CALDAS DA RAINHA,1006,LEIRIA,10,,,,6/1/2025,100608
268,2,,101585,53,26005813,268-02-26005813,,,4,900,39.4240914,-9.1719576,240,ALTO DO NOBRE (3),,,NADADOURO,CALDAS DA RAINHA,1006,LEIRIA,10,,,,6/1/2025,100608
268,2,,101585,93,26005853,268-02-26005853,,,4,2600,39.4240914,-9.1719576,240,ALTO DO NOBRE (3),,,NADADOURO,CALDAS DA RAINHA,1006,LEIRIA,10,,,,6/1/2025,100608
268,2,,101585,183,26005943,268-02-26005943,,,4,1800,39.4240914,-9.1719576,240,ALTO DO NOBRE (3),,,NADADOURO,CALDAS DA RAINHA,1006,LEIRIA,10,,,,6/1/2025,100608
268,2,,501585,53,128405813,268-02-128405813,,,4,900,39.4240914,-9.1719576,240,ALTO DO NOBRE (3),,,NADADOURO,CALDAS DA RAINHA,1006,LEIRIA,10,,,,6/1/2025,100608
268,2,,501585,183,128405943,268-02-128405943,,,4,1800,39.4240914,-9.1719576,240,ALTO DO NOBRE (3),,,NADADOURO,CALDAS DA RAINHA,1006,LEIRIA,10,,,,6/1/2025,100608
268,2,,102004,51,26113075,268-02-26113075,,,4,900,38.7469738,-9.1788485,0,ALTO DOS MOINHOS (1),,,SAO DOMINGOS DE BENFICA,LISBOA,1106,LISBOA,11,,,,6/1/2025,110639
268,2,,102004,91,26113115,268-02-26113115,,,4,2600,38.7469738,-9.1788485,0,ALTO DOS MOINHOS (1),,,SAO DOMINGOS DE BENFICA,LISBOA,1106,LISBOA,11,,,,6/1/2025,110639
268,2,,102004,181,26113205,268-02-26113205,,,4,1800,38.7469738,-9.1788485,0,ALTO DOS MOINHOS (1),,,SAO DOMINGOS DE BENFICA,LISBOA,1106,LISBOA,11,,,,6/1/2025,110639
268,2,,502004,51,128513075,268-02-128513075,,,4,900,38.7469738,-9.1788485,0,ALTO DOS MOINHOS (1),,,SAO DOMINGOS DE BENFICA,LISBOA,1106,LISBOA,11,,,,6/1/2025,110639
268,2,,502004,181,128513205,268-02-128513205,,,4,1800,38.7469738,-9.1788485,0,ALTO DOS MOINHOS (1),,,SAO DOMINGOS DE BENFICA,LISBOA,1106,LISBOA,11,,,,6/1/2025,110639
268,2,,102004,52,26113076,268-02-26113076,,,4,900,38.7469738,-9.1788485,120,ALTO DOS MOINHOS (2),,,SAO DOMINGOS DE BENFICA,LISBOA,1106,LISBOA,11,,,,6/1/2025,110639
268,2,,102004,92,26113116,268-02-26113116,,,4,2600,38.7469738,-9.1788485,120,ALTO DOS MOINHOS (2),,,SAO DOMINGOS DE BENFICA,LISBOA,1106,LISBOA,11,,,,6/1/2025,110639
268,2,,102004,182,26113206,268-02-26113206,,,4,1800,38.7469738,-9.1788485,120,ALTO DOS MOINHOS (2),,,SAO DOMINGOS DE BENFICA,LISBOA,1106,LISBOA,11,,,,6/1/2025,110639
268,2,,502004,52,128513076,268-02-128513076,,,4,900,38.7469738,-9.1788485,120,ALTO DOS MOINHOS (2),,,SAO DOMINGOS DE BENFICA,LISBOA,1106,LISBOA,11,,,,6/1/2025,110639
268,2,,502004,182,128513206,268-02-128513206,,,4,1800,38.7469738,-9.1788485,120,ALTO DOS MOINHOS (2),,,SAO DOMINGOS DE BENFICA,LISBOA,1106,LISBOA,11,,,,6/1/2025,110639
268,2,,102004,53,26113077,268-02-26113077,,,4,900,38.7469738,-9.1788485,240,ALTO DOS MOINHOS (3),,,SAO DOMINGOS DE BENFICA,LISBOA,1106,LISBOA,11,,,,6/1/2025,110639
268,2,,102004,93,26113117,268-02-26113117,,,4,2600,38.7469738,-9.1788485,240,ALTO DOS MOINHOS (3),,,SAO DOMINGOS DE BENFICA,LISBOA,1106,LISBOA,11,,,,6/1/2025,110639
268,2,,102004,183,26113207,268-02-26113207,,,4,1800,38.7469738,-9.1788485,240,ALTO DOS MOINHOS (3),,,SAO DOMINGOS DE BENFICA,LISBOA,1106,LISBOA,11,,,,6/1/2025,110639
268,2,,502004,53,128513077,268-02-128513077,,,4,900,38.7469738,-9.1788485,240,ALTO DOS MOINHOS (3),,,SAO DOMINGOS DE BENFICA,LISBOA,1106,LISBOA,11,,,,6/1/2025,110639
268,2,,502004,183,128513207,268-02-128513207,,,4,1800,38.7469738,-9.1788485,240,ALTO DOS MOINHOS (3),,,SAO DOMINGOS DE BENFICA,LISBOA,1106,LISBOA,11,,,,6/1/2025,110639
268,2,,101998,51,26111539,268-02-26111539,,,4,900,38.7618927,-9.1639756,0,ALVALADE (1),,,LUMIAR,LISBOA,1106,LISBOA,11,,,,6/1/2025,110618
268,2,,101998,91,26111579,268-02-26111579,,,4,2600,38.7618927,-9.1639756,0,ALVALADE (1),,,LUMIAR,LISBOA,1106,LISBOA,11,,,,6/1/2025,110618
268,2,,101998,181,26111669,268-02-26111669,,,4,1800,38.7618927,-9.1639756,0,ALVALADE (1),,,LUMIAR,LISBOA,1106,LISBOA,11,,,,6/1/2025,110618
268,2,,102000,51,26112051,268-02-26112051,,,4,900,38.7534071,-9.1680864,0,ALVALADE (1),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,102000,91,26112091,268-02-26112091,,,4,2600,38.7534071,-9.1680864,0,ALVALADE (1),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,102000,181,26112181,268-02-26112181,,,4,1800,38.7534071,-9.1680864,0,ALVALADE (1),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,501998,51,128511539,268-02-128511539,,,4,900,38.7618927,-9.1639756,0,ALVALADE (1),,,LUMIAR,LISBOA,1106,LISBOA,11,,,,6/1/2025,110618
268,2,,501998,181,128511669,268-02-128511669,,,4,1800,38.7618927,-9.1639756,0,ALVALADE (1),,,LUMIAR,LISBOA,1106,LISBOA,11,,,,6/1/2025,110618
268,2,,502000,51,128512051,268-02-128512051,,,4,900,38.7534071,-9.1680864,0,ALVALADE (1),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,502000,181,128512181,268-02-128512181,,,4,1800,38.7534071,-9.1680864,0,ALVALADE (1),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101998,52,26111540,268-02-26111540,,,4,900,38.7618927,-9.1639756,120,ALVALADE (2),,,LUMIAR,LISBOA,1106,LISBOA,11,,,,6/1/2025,110618
268,2,,101998,92,26111580,268-02-26111580,,,4,2600,38.7618927,-9.1639756,120,ALVALADE (2),,,LUMIAR,LISBOA,1106,LISBOA,11,,,,6/1/2025,110618
268,2,,101998,182,26111670,268-02-26111670,,,4,1800,38.7618927,-9.1639756,120,ALVALADE (2),,,LUMIAR,LISBOA,1106,LISBOA,11,,,,6/1/2025,110618
268,2,,102000,52,26112052,268-02-26112052,,,4,900,38.7534071,-9.1680864,120,ALVALADE (2),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,102000,92,26112092,268-02-26112092,,,4,2600,38.7534071,-9.1680864,120,ALVALADE (2),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,102000,182,26112182,268-02-26112182,,,4,1800,38.7534071,-9.1680864,120,ALVALADE (2),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,501998,52,128511540,268-02-128511540,,,4,900,38.7618927,-9.1639756,120,ALVALADE (2),,,LUMIAR,LISBOA,1106,LISBOA,11,,,,6/1/2025,110618
268,2,,501998,182,128511670,268-02-128511670,,,4,1800,38.7618927,-9.1639756,120,ALVALADE (2),,,LUMIAR,LISBOA,1106,LISBOA,11,,,,6/1/2025,110618
268,2,,502000,52,128512052,268-02-128512052,,,4,900,38.7534071,-9.1680864,120,ALVALADE (2),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,502000,182,128512182,268-02-128512182,,,4,1800,38.7534071,-9.1680864,120,ALVALADE (2),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101998,53,26111541,268-02-26111541,,,4,900,38.7618927,-9.1639756,240,ALVALADE (3),,,LUMIAR,LISBOA,1106,LISBOA,11,,,,6/1/2025,110618
268,2,,101998,93,26111581,268-02-26111581,,,4,2600,38.7618927,-9.1639756,240,ALVALADE (3),,,LUMIAR,LISBOA,1106,LISBOA,11,,,,6/1/2025,110618
268,2,,101998,183,26111671,268-02-26111671,,,4,1800,38.7618927,-9.1639756,240,ALVALADE (3),,,LUMIAR,LISBOA,1106,LISBOA,11,,,,6/1/2025,110618
268,2,,102000,53,26112053,268-02-26112053,,,4,900,38.7534071,-9.1680864,240,ALVALADE (3),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,102000,93,26112093,268-02-26112093,,,4,2600,38.7534071,-9.1680864,240,ALVALADE (3),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,102000,183,26112183,268-02-26112183,,,4,1800,38.7534071,-9.1680864,240,ALVALADE (3),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,501998,53,128511541,268-02-128511541,,,4,900,38.7618927,-9.1639756,240,ALVALADE (3),,,LUMIAR,LISBOA,1106,LISBOA,11,,,,6/1/2025,110618
268,2,,501998,183,128511671,268-02-128511671,,,4,1800,38.7618927,-9.1639756,240,ALVALADE (3),,,LUMIAR,LISBOA,1106,LISBOA,11,,,,6/1/2025,110618
268,2,,502000,53,128512053,268-02-128512053,,,4,900,38.7534071,-9.1680864,240,ALVALADE (3),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,502000,183,128512183,268-02-128512183,,,4,1800,38.7534071,-9.1680864,240,ALVALADE (3),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101953,51,26100019,268-02-26100019,,,4,900,38.7484888,-9.1314746,0,ALVALADE-ALM GAGO COUTINHO (1),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101953,91,26100059,268-02-26100059,,,4,2600,38.7484888,-9.1314746,0,ALVALADE-ALM GAGO COUTINHO (1),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101953,181,26100149,268-02-26100149,,,4,1800,38.7484888,-9.1314746,0,ALVALADE-ALM GAGO COUTINHO (1),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,501953,51,128500019,268-02-128500019,,,4,900,38.7484888,-9.1314746,0,ALVALADE-ALM GAGO COUTINHO (1),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,501953,181,128500149,268-02-128500149,,,4,1800,38.7484888,-9.1314746,0,ALVALADE-ALM GAGO COUTINHO (1),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101953,52,26100020,268-02-26100020,,,4,900,38.7484888,-9.1314746,120,ALVALADE-ALM GAGO COUTINHO (2),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101953,92,26100060,268-02-26100060,,,4,2600,38.7484888,-9.1314746,120,ALVALADE-ALM GAGO COUTINHO (2),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101953,182,26100150,268-02-26100150,,,4,1800,38.7484888,-9.1314746,120,ALVALADE-ALM GAGO COUTINHO (2),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,501953,52,128500020,268-02-128500020,,,4,900,38.7484888,-9.1314746,120,ALVALADE-ALM GAGO COUTINHO (2),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,501953,182,128500150,268-02-128500150,,,4,1800,38.7484888,-9.1314746,120,ALVALADE-ALM GAGO COUTINHO (2),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101953,53,26100021,268-02-26100021,,,4,900,38.7484888,-9.1314746,240,ALVALADE-ALM GAGO COUTINHO (3),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101953,93,26100061,268-02-26100061,,,4,2600,38.7484888,-9.1314746,240,ALVALADE-ALM GAGO COUTINHO (3),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101953,183,26100151,268-02-26100151,,,4,1800,38.7484888,-9.1314746,240,ALVALADE-ALM GAGO COUTINHO (3),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,501953,53,128500021,268-02-128500021,,,4,900,38.7484888,-9.1314746,240,ALVALADE-ALM GAGO COUTINHO (3),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,501953,183,128500151,268-02-128500151,,,4,1800,38.7484888,-9.1314746,240,ALVALADE-ALM GAGO COUTINHO (3),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101955,51,26100531,268-02-26100531,,,4,900,38.753211,-9.1447636,0,ALVALADE-AV DA IGREJA (1),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101955,91,26100571,268-02-26100571,,,4,2600,38.753211,-9.1447636,0,ALVALADE-AV DA IGREJA (1),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101955,181,26100661,268-02-26100661,,,4,1800,38.753211,-9.1447636,0,ALVALADE-AV DA IGREJA (1),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,501955,51,128500531,268-02-128500531,,,4,900,38.753211,-9.1447636,0,ALVALADE-AV DA IGREJA (1),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,501955,181,128500661,268-02-128500661,,,4,1800,38.753211,-9.1447636,0,ALVALADE-AV DA IGREJA (1),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101955,52,26100532,268-02-26100532,,,4,900,38.753211,-9.1447636,120,ALVALADE-AV DA IGREJA (2),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101955,92,26100572,268-02-26100572,,,4,2600,38.753211,-9.1447636,120,ALVALADE-AV DA IGREJA (2),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101955,182,26100662,268-02-26100662,,,4,1800,38.753211,-9.1447636,120,ALVALADE-AV DA IGREJA (2),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,501955,52,128500532,268-02-128500532,,,4,900,38.753211,-9.1447636,120,ALVALADE-AV DA IGREJA (2),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,501955,182,128500662,268-02-128500662,,,4,1800,38.753211,-9.1447636,120,ALVALADE-AV DA IGREJA (2),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101955,53,26100533,268-02-26100533,,,4,900,38.753211,-9.1447636,240,ALVALADE-AV DA IGREJA (3),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101955,93,26100573,268-02-26100573,,,4,2600,38.753211,-9.1447636,240,ALVALADE-AV DA IGREJA (3),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,101955,183,26100663,268-02-26100663,,,4,1800,38.753211,-9.1447636,240,ALVALADE-AV DA IGREJA (3),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,501955,53,128500533,268-02-128500533,,,4,900,38.753211,-9.1447636,240,ALVALADE-AV DA IGREJA (3),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
268,2,,501955,183,128500663,268-02-128500663,,,4,1800,38.753211,-9.1447636,240,ALVALADE-AV DA IGREJA (3),,,ALVALADE,LISBOA,1106,LISBOA,11,,,,6/1/2025,110654
