MCC;MNC;LAC_TAC;eNB_gNB;CI;ECI_NCI;CGI_ECGI_NCGI;PARAGON_ID;CELL_IDENTIFIER;TECNOLOGIA;BANDA;LATITUDE;LONGITUDE;AZIMUTE;NOME;MORADA;MORADA1;FREGUESIA;Concelho;Concelho_CD;Distrito;Distrito_CD;CP4;CP3;DESIGNACAO_POSTAL;DATA;DICOFRE;OPENING;RADIUS
268;02;10100;;46091;;268-02-10100-46091;268-02-10100-46091;;2;;40.600048;-8.675972;30;ILHAVO CENTRO;;;ILHAVO (SAO SALVADOR);ILHAVO;0110;AVEIRO;01;;;;09/02/2026;011008;55;9766
268;02;10100;;46092;;268-02-10100-46092;268-02-10100-46092;;2;;40.600048;-8.675972;145;ILHAVO CENTRO;;;ILHAVO (SAO SALVADOR);ILHAVO;0110;AVEIRO;01;;;;09/02/2026;011008;63;8707
268;02;10100;;46093;;268-02-10100-46093;268-02-10100-46093;;2;;40.600048;-8.675972;265;ILHAVO CENTRO;;;ILHAVO (SAO SALVADOR);ILHAVO;0110;AVEIRO;01;;;;09/02/2026;011008;63;8668
268;02;10100;;46841;;268-02-10100-46841;268-02-10100-46841;;2;;40.5471;-8.71823;40;ZI_DE_VAGOS_522U4;;;UNIAO DAS FREGUESIAS DE VAGOS E SANTO ANTONIO;VAGOS;0118;AVEIRO;01;;;;09/02/2026;011814;63;12772
268;02;10100;;46842;;268-02-10100-46842;268-02-10100-46842;;2;;40.5471;-8.71823;180;ZI_DE_VAGOS_522U4;;;UNIAO DAS FREGUESIAS DE VAGOS E SANTO ANTONIO;VAGOS;0118;AVEIRO;01;;;;09/02/2026;011814;55;13645
268;02;10100;;46843;;268-02-10100-46843;268-02-10100-46843;;2;;40.5471;-8.71823;320;ZI_DE_VAGOS_522U4;;;UNIAO DAS FREGUESIAS DE VAGOS E SANTO ANTONIO;VAGOS;0118;AVEIRO;01;;;;09/02/2026;011814;63;14000
268;02;10101;;36591;;268-02-10101-36591;268-02-10101-36591;;2;;40.697658;-8.340033;0;ZI CEDRIM-SEVER VOUGA;;;UNIAO DAS FREGUESIAS DE CEDRIM E PARADELA;SEVER DO VOUGA;0117;AVEIRO;01;;;;09/02/2026;011710;63;14000
268;02;10101;;36592;;268-02-10101-36592;268-02-10101-36592;;2;;40.697658;-8.340033;120;ZI CEDRIM-SEVER VOUGA;;;UNIAO DAS FREGUESIAS DE CEDRIM E PARADELA;SEVER DO VOUGA;0117;AVEIRO;01;;;;09/02/2026;011710;63;14000
268;02;10101;;36593;;268-02-10101-36593;268-02-10101-36593;;2;;40.697658;-8.340033;240;ZI CEDRIM-SEVER VOUGA;;;UNIAO DAS FREGUESIAS DE CEDRIM E PARADELA;SEVER DO VOUGA;0117;AVEIRO;01;;;;09/02/2026;011710;63;14000
268;02;10101;;821;;268-02-10101-821;268-02-10101-821;;2;;40.915438;-8.297789;0;AROUCA OESTE;;;URRO;AROUCA;0104;AVEIRO;01;;;;09/02/2026;010419;63;14000
268;02;10101;;822;;268-02-10101-822;268-02-10101-822;;2;;40.915438;-8.297789;70;AROUCA OESTE;;;URRO;AROUCA;0104;AVEIRO;01;;;;09/02/2026;010419;63;14000
268;02;10101;;823;;268-02-10101-823;268-02-10101-823;;2;;40.915438;-8.297789;270;AROUCA OESTE;;;URRO;AROUCA;0104;AVEIRO;01;;;;09/02/2026;010419;63;13166
268;02;10400;;38471;;268-02-10400-38471;268-02-10400-38471;;2;;41.42309;-8.49326;100;FAMALICAO A3;;;VALE (SAO MARTINHO);VILA NOVA DE FAMALICAO;0312;BRAGA;03;;;;09/02/2026;031241;55;14000
268;02;10400;;38472;;268-02-10400-38472;268-02-10400-38472;;2;;41.42309;-8.49326;205;FAMALICAO A3;;;VALE (SAO MARTINHO);VILA NOVA DE FAMALICAO;0312;BRAGA;03;;;;09/02/2026;031241;55;14000
268;02;10400;;38473;;268-02-10400-38473;268-02-10400-38473;;2;;41.42309;-8.49326;330;FAMALICAO A3;;;VALE (SAO MARTINHO);VILA NOVA DE FAMALICAO;0312;BRAGA;03;;;;09/02/2026;031241;55;13270
268;02;10400;;4241;;268-02-10400-4241;268-02-10400-4241;;2;;41.5195;-8.5236;30;MARTIM;;;MARTIM;BARCELOS;0302;BRAGA;03;;;;09/02/2026;030247;63;13003
268;02;10400;;4242;;268-02-10400-4242;268-02-10400-4242;;2;;41.5195;-8.5236;200;MARTIM;;;MARTIM;BARCELOS;0302;BRAGA;03;;;;09/02/2026;030247;63;14000
268;02;10400;;4243;;268-02-10400-4243;268-02-10400-4243;;2;;41.5195;-8.5236;300;MARTIM;;;MARTIM;BARCELOS;0302;BRAGA;03;;;;09/02/2026;030247;63;14000
268;02;10400;;4931;;268-02-10400-4931;268-02-10400-4931;;2;;41.602598;-8.552751;10;S_LOURENCO_A3_102N2;;;UNIAO DAS FREGUESIAS DE ALHEIRA E IGREJA NOVA;BARCELOS;0302;BRAGA;03;;;;09/02/2026;030290;63;14000
268;02;10400;;4932;;268-02-10400-4932;268-02-10400-4932;;2;;41.602598;-8.552751;180;S_LOURENCO_A3_102N2;;;UNIAO DAS FREGUESIAS DE ALHEIRA E IGREJA NOVA;BARCELOS;0302;BRAGA;03;;;;09/02/2026;030290;63;14000
268;02;10400;;4933;;268-02-10400-4933;268-02-10400-4933;;2;;41.602598;-8.552751;300;S_LOURENCO_A3_102N2;;;UNIAO DAS FREGUESIAS DE ALHEIRA E IGREJA NOVA;BARCELOS;0302;BRAGA;03;;;;09/02/2026;030290;63;14000
268;02;10400;;5231;;268-02-10400-5231;268-02-10400-5231;;2;;41.494587;-8.592926;170;REMELHE_155N2;;;REMELHE;BARCELOS;0302;BRAGA;03;;;;09/02/2026;030263;63;14000
268;02;10400;;5232;;268-02-10400-5232;268-02-10400-5232;;2;;41.494587;-8.592926;240;REMELHE_155N2;;;REMELHE;BARCELOS;0302;BRAGA;03;;;;09/02/2026;030263;63;14000
268;02;10400;;5233;;268-02-10400-5233;268-02-10400-5233;;2;;41.494587;-8.592926;320;REMELHE_155N2;;;REMELHE;BARCELOS;0302;BRAGA;03;;;;09/02/2026;030263;63;14000
268;02;10401;;44831;;268-02-10401-44831;268-02-10401-44831;;2;;41.652965;-8.434974;0;HOSPITAL SCM V VERDE;;;VILA VERDE E BARBUDO;VILA VERDE;0313;BRAGA;03;;;;09/02/2026;031370;59;20000
268;02;10401;;4671;;268-02-10401-4671;268-02-10401-4671;;2;;41.416162;-8.404358;120;SANTA_TECLA_071N2;;;OLIVEIRA (SANTA MARIA);VILA NOVA DE FAMALICAO;0312;BRAGA;03;;;;09/02/2026;031239;63;14000
268;02;10401;;4672;;268-02-10401-4672;268-02-10401-4672;;2;;41.416162;-8.404358;240;SANTA_TECLA_071N2;;;OLIVEIRA (SANTA MARIA);VILA NOVA DE FAMALICAO;0312;BRAGA;03;;;;09/02/2026;031239;63;14000
268;02;10401;;4673;;268-02-10401-4673;268-02-10401-4673;;2;;41.416162;-8.404358;330;SANTA_TECLA_071N2;;;OLIVEIRA (SANTA MARIA);VILA NOVA DE FAMALICAO;0312;BRAGA;03;;;;09/02/2026;031239;63;14000
268;02;10402;;38491;;268-02-10402-38491;268-02-10402-38491;;2;;41.481258;-8.179982;70;TRAVASSOS;;;VINHOS;FAFE;0307;BRAGA;03;;;;09/02/2026;030736;55;14000
268;02;10402;;38492;;268-02-10402-38492;268-02-10402-38492;;2;;41.481258;-8.179982;205;TRAVASSOS;;;VINHOS;FAFE;0307;BRAGA;03;;;;09/02/2026;030736;55;14000
268;02;10402;;38493;;268-02-10402-38493;268-02-10402-38493;;2;;41.481258;-8.179982;305;TRAVASSOS;;;VINHOS;FAFE;0307;BRAGA;03;;;;09/02/2026;030736;55;14000
268;02;10402;;4741;;268-02-10402-4741;268-02-10402-4741;;2;;41.498272;-7.951927;20;ARCOS_DE_BAULHE_266U3;;;PEDRACA;CABECEIRAS DE BASTO;0304;BRAGA;03;;;;09/02/2026;030413;63;14000
268;02;10402;;4742;;268-02-10402-4742;268-02-10402-4742;;2;;41.498272;-7.951927;160;ARCOS_DE_BAULHE_266U3;;;PEDRACA;CABECEIRAS DE BASTO;0304;BRAGA;03;;;;09/02/2026;030413;63;14000
268;02;10402;;4743;;268-02-10402-4743;268-02-10402-4743;;2;;41.498272;-7.951927;240;ARCOS_DE_BAULHE_266U3;;;PEDRACA;CABECEIRAS DE BASTO;0304;BRAGA;03;;;;09/02/2026;030413;63;14000
268;02;10402;;56301;;268-02-10402-56301;268-02-10402-56301;;2;;41.673953;-8.002486;20;CAMPOS-MINHO;;;UNIAO DAS FREGUESIAS DE RUIVAES E CAMPOS;VIEIRA DO MINHO;0311;BRAGA;03;;;;09/02/2026;031125;63;14000
268;02;10402;;56302;;268-02-10402-56302;268-02-10402-56302;;2;;41.673953;-8.002486;135;CAMPOS-MINHO;;;UNIAO DAS FREGUESIAS DE RUIVAES E CAMPOS;VIEIRA DO MINHO;0311;BRAGA;03;;;;09/02/2026;031125;63;14000
268;02;10402;;56303;;268-02-10402-56303;268-02-10402-56303;;2;;41.673953;-8.002486;250;CAMPOS-MINHO;;;UNIAO DAS FREGUESIAS DE RUIVAES E CAMPOS;VIEIRA DO MINHO;0311;BRAGA;03;;;;09/02/2026;031125;63;14000
268;02;10402;;56361;;268-02-10402-56361;268-02-10402-56361;;2;;41.50771;-7.91113;115;CAVEZ;;;CAVEZ;CABECEIRAS DE BASTO;0304;BRAGA;03;;;;09/02/2026;030407;63;14000
268;02;10402;;56362;;268-02-10402-56362;268-02-10402-56362;;2;;41.50771;-7.91113;205;CAVEZ;;;CAVEZ;CABECEIRAS DE BASTO;0304;BRAGA;03;;;;09/02/2026;030407;63;14000
268;02;10402;;56363;;268-02-10402-56363;268-02-10402-56363;;2;;41.50771;-7.91113;320;CAVEZ;;;CAVEZ;CABECEIRAS DE BASTO;0304;BRAGA;03;;;;09/02/2026;030407;63;9860
268;02;10402;;56381;;268-02-10402-56381;268-02-10402-56381;;2;;41.50002;-8.04742;0;VARZEA COVA;;;UNIAO DAS FREGUESIAS DE REFOJOS DE BASTO OUTEIRO E PAINZELA;CABECEIRAS DE BASTO;0304;BRAGA;03;;;;09/02/2026;030421;63;14000
268;02;10402;;56382;;268-02-10402-56382;268-02-10402-56382;;2;;41.50002;-8.04742;75;VARZEA COVA;;;UNIAO DAS FREGUESIAS DE REFOJOS DE BASTO OUTEIRO E PAINZELA;CABECEIRAS DE BASTO;0304;BRAGA;03;;;;09/02/2026;030421;63;14000
268;02;10402;;56383;;268-02-10402-56383;268-02-10402-56383;;2;;41.50002;-8.04742;175;VARZEA COVA;;;UNIAO DAS FREGUESIAS DE REFOJOS DE BASTO OUTEIRO E PAINZELA;CABECEIRAS DE BASTO;0304;BRAGA;03;;;;09/02/2026;030421;63;14000
268;02;10500;;40821;;268-02-10500-40821;268-02-10500-40821;;2;;41.921222;-6.910417;0;MOFREITA;;;UNIAO DAS FREGUESIAS DE SOEIRA FRESULFE E MOFREITA;VINHAIS;0412;BRAGANCA;04;;;;09/02/2026;041241;63;8941
268;02;10500;;40822;;268-02-10500-40822;268-02-10500-40822;;2;;41.921222;-6.910417;120;MOFREITA;;;UNIAO DAS FREGUESIAS DE SOEIRA FRESULFE E MOFREITA;VINHAIS;0412;BRAGANCA;04;;;;09/02/2026;041241;63;14000
268;02;10500;;40823;;268-02-10500-40823;268-02-10500-40823;;2;;41.921222;-6.910417;200;MOFREITA;;;UNIAO DAS FREGUESIAS DE SOEIRA FRESULFE E MOFREITA;VINHAIS;0412;BRAGANCA;04;;;;09/02/2026;041241;63;14000
268;02;10500;;40931;;268-02-10500-40931;268-02-10500-40931;;2;;41.748103;-7.008122;60;PENHAS_JUNTAS;;;PENHAS JUNTAS;VINHAIS;0412;BRAGANCA;04;;;;09/02/2026;041216;63;14000
268;02;10500;;40932;;268-02-10500-40932;268-02-10500-40932;;2;;41.748103;-7.008122;220;PENHAS_JUNTAS;;;PENHAS JUNTAS;VINHAIS;0412;BRAGANCA;04;;;;09/02/2026;041216;63;14000
268;02;10500;;41011;;268-02-10500-41011;268-02-10500-41011;;2;;41.0857;-6.81161;15;FREIXO ESPADA A€ CINTA;;;UNIAO DAS FREGUESIAS DE FREIXO DE ESPADA A CINTA E MAZOUCO;FREIXO DE ESPADA A CINTA;0404;BRAGANCA;04;;;;09/02/2026;040407;63;14000
268;02;10500;;41012;;268-02-10500-41012;268-02-10500-41012;;2;;41.0857;-6.81161;145;FREIXO ESPADA A€ CINTA;;;UNIAO DAS FREGUESIAS DE FREIXO DE ESPADA A CINTA E MAZOUCO;FREIXO DE ESPADA A CINTA;0404;BRAGANCA;04;;;;09/02/2026;040407;63;14000
268;02;10500;;41013;;268-02-10500-41013;268-02-10500-41013;;2;;41.0857;-6.81161;255;FREIXO ESPADA A€ CINTA;;;UNIAO DAS FREGUESIAS DE FREIXO DE ESPADA A CINTA E MAZOUCO;FREIXO DE ESPADA A CINTA;0404;BRAGANCA;04;;;;09/02/2026;040407;63;14000
268;02;10500;;56581;;268-02-10500-56581;268-02-10500-56581;;2;;41.914482;-7.003058;30;ESPINHOSO_298N3;;;UNIAO DAS FREGUESIAS DE TRAVANCA E SANTA CRUZ;VINHAIS;0412;BRAGANCA;04;;;;09/02/2026;041242;63;14000
268;02;10500;;56582;;268-02-10500-56582;268-02-10500-56582;;2;;41.914482;-7.003058;245;ESPINHOSO_298N3;;;UNIAO DAS FREGUESIAS DE TRAVANCA E SANTA CRUZ;VINHAIS;0412;BRAGANCA;04;;;;09/02/2026;041242;63;14000
268;02;10500;;56583;;268-02-10500-56583;268-02-10500-56583;;2;;41.914482;-7.003058;315;ESPINHOSO_298N3;;;UNIAO DAS FREGUESIAS DE TRAVANCA E SANTA CRUZ;VINHAIS;0412;BRAGANCA;04;;;;09/02/2026;041242;63;14000
268;02;10500;;56611;;268-02-10500-56611;268-02-10500-56611;;2;;41.671821;-6.945581;30;ESPADANEDO_522N3;;;UNIAO DAS FREGUESIAS DE ESPADANEDO EDROSO MURCOS E SOUTELO MOURISCO;MACEDO DE CAVALEIROS;0405;BRAGANCA;04;;;;09/02/2026;040542;63;14000
268;02;10500;;56612;;268-02-10500-56612;268-02-10500-56612;;2;;41.671821;-6.945581;175;ESPADANEDO_522N3;;;UNIAO DAS FREGUESIAS DE ESPADANEDO EDROSO MURCOS E SOUTELO MOURISCO;MACEDO DE CAVALEIROS;0405;BRAGANCA;04;;;;09/02/2026;040542;63;14000
268;02;10500;;56613;;268-02-10500-56613;268-02-10500-56613;;2;;41.671821;-6.945581;285;ESPADANEDO_522N3;;;UNIAO DAS FREGUESIAS DE ESPADANEDO EDROSO MURCOS E SOUTELO MOURISCO;MACEDO DE CAVALEIROS;0405;BRAGANCA;04;;;;09/02/2026;040542;63;14000
268;02;10500;;56821;;268-02-10500-56821;268-02-10500-56821;;2;;41.268917;-6.832692;30;MEIRINHOS IC5;;;MEIRINHOS;MOGADOURO;0408;BRAGANCA;04;;;;09/02/2026;040809;63;14000
268;02;10500;;56822;;268-02-10500-56822;268-02-10500-56822;;2;;41.268917;-6.832692;135;MEIRINHOS IC5;;;MEIRINHOS;MOGADOURO;0408;BRAGANCA;04;;;;09/02/2026;040809;63;13525
268;02;10500;;56823;;268-02-10500-56823;268-02-10500-56823;;2;;41.268917;-6.832692;260;MEIRINHOS IC5;;;MEIRINHOS;MOGADOURO;0408;BRAGANCA;04;;;;09/02/2026;040809;63;14000
268;02;10500;;56831;;268-02-10500-56831;268-02-10500-56831;;2;;41.269861;-6.891241;10;MEIRINHOS;;;CEREJAIS;ALFANDEGA DA FE;0401;BRAGANCA;04;;;;09/02/2026;040103;63;14000
268;02;10500;;56832;;268-02-10500-56832;268-02-10500-56832;;2;;41.269861;-6.891241;90;MEIRINHOS;;;CEREJAIS;ALFANDEGA DA FE;0401;BRAGANCA;04;;;;09/02/2026;040103;63;13744
268;02;10500;;56833;;268-02-10500-56833;268-02-10500-56833;;2;;41.269861;-6.891241;220;MEIRINHOS;;;CEREJAIS;ALFANDEGA DA FE;0401;BRAGANCA;04;;;;09/02/2026;040103;63;14000
268;02;10500;;56881;;268-02-10500-56881;268-02-10500-56881;;2;;41.4357;-7.00602;10;BORNES_090N3;;;UNIAO DAS FREGUESIAS DE BORNES E BURGA;MACEDO DE CAVALEIROS;0405;BRAGANCA;04;;;;09/02/2026;040540;63;14000
268;02;10500;;56882;;268-02-10500-56882;268-02-10500-56882;;2;;41.4357;-7.00602;130;BORNES_090N3;;;UNIAO DAS FREGUESIAS DE BORNES E BURGA;MACEDO DE CAVALEIROS;0405;BRAGANCA;04;;;;09/02/2026;040540;63;14000
268;02;10500;;56883;;268-02-10500-56883;268-02-10500-56883;;2;;41.4357;-7.00602;230;BORNES_090N3;;;UNIAO DAS FREGUESIAS DE BORNES E BURGA;MACEDO DE CAVALEIROS;0405;BRAGANCA;04;;;;09/02/2026;040540;63;14000
268;02;10500;;56901;;268-02-10500-56901;268-02-10500-56901;;2;;41.42475;-6.87704;50;PEREDO_N216_231N3;;;PEREDO;MACEDO DE CAVALEIROS;0405;BRAGANCA;04;;;;09/02/2026;040524;63;14000
268;02;10500;;56902;;268-02-10500-56902;268-02-10500-56902;;2;;41.42475;-6.87704;165;PEREDO_N216_231N3;;;PEREDO;MACEDO DE CAVALEIROS;0405;BRAGANCA;04;;;;09/02/2026;040524;63;14000
268;02;10500;;56971;;268-02-10500-56971;268-02-10500-56971;;2;;41.491456;-6.311322;75;CERCIO;;;DUAS IGREJAS;MIRANDA DO DOURO;0406;BRAGANCA;04;;;;09/02/2026;040604;63;14000
268;02;10500;;56972;;268-02-10500-56972;268-02-10500-56972;;2;;41.491456;-6.311322;180;CERCIO;;;DUAS IGREJAS;MIRANDA DO DOURO;0406;BRAGANCA;04;;;;09/02/2026;040604;63;14000
268;02;10500;;56973;;268-02-10500-56973;268-02-10500-56973;;2;;41.491456;-6.311322;350;CERCIO;;;DUAS IGREJAS;MIRANDA DO DOURO;0406;BRAGANCA;04;;;;09/02/2026;040604;63;14000
268;02;10500;;56991;;268-02-10500-56991;268-02-10500-56991;;2;;41.552184;-6.352199;60;CACARELHOS;;;GENISIO;MIRANDA DO DOURO;0406;BRAGANCA;04;;;;09/02/2026;040605;63;14000
268;02;10500;;56992;;268-02-10500-56992;268-02-10500-56992;;2;;41.552184;-6.352199;125;CACARELHOS;;;GENISIO;MIRANDA DO DOURO;0406;BRAGANCA;04;;;;09/02/2026;040605;63;14000
268;02;10500;;56993;;268-02-10500-56993;268-02-10500-56993;;2;;41.552184;-6.352199;265;CACARELHOS;;;GENISIO;MIRANDA DO DOURO;0406;BRAGANCA;04;;;;09/02/2026;040605;63;14000
268;02;10500;;57001;;268-02-10500-57001;268-02-10500-57001;;2;;41.587713;-6.523939;5;VIMIOSO;;;VIMIOSO;VIMIOSO;0411;BRAGANCA;04;;;;09/02/2026;041114;63;12253
268;02;10500;;57002;;268-02-10500-57002;268-02-10500-57002;;2;;41.587713;-6.523939;115;VIMIOSO;;;VIMIOSO;VIMIOSO;0411;BRAGANCA;04;;;;09/02/2026;041114;63;12432
268;02;10500;;57003;;268-02-10500-57003;268-02-10500-57003;;2;;41.587713;-6.523939;230;VIMIOSO;;;VIMIOSO;VIMIOSO;0411;BRAGANCA;04;;;;09/02/2026;041114;63;13724
268;02;10500;;6941;;268-02-10500-6941;268-02-10500-6941;;2;;41.718821;-6.853128;40;NOGUEIRA_N3_216N3;;;REBORDAOS;BRAGANCA;0402;BRAGANCA;04;;;;09/02/2026;040236;63;14000
268;02;10500;;6942;;268-02-10500-6942;268-02-10500-6942;;2;;41.718821;-6.853128;145;NOGUEIRA_N3_216N3;;;REBORDAOS;BRAGANCA;0402;BRAGANCA;04;;;;09/02/2026;040236;63;14000
268;02;10500;;6943;;268-02-10500-6943;268-02-10500-6943;;2;;41.718821;-6.853128;270;NOGUEIRA_N3_216N3;;;REBORDAOS;BRAGANCA;0402;BRAGANCA;04;;;;09/02/2026;040236;63;14000
268;02;10700;;39351;;268-02-10700-39351;268-02-10700-39351;;2;;40.04479;-8.86101;70;LEIROSA;;;MARINHA DAS ONDAS;FIGUEIRA DA FOZ;0605;COIMBRA;06;;;;09/02/2026;060508;55;14000
268;02;10700;;39352;;268-02-10700-39352;268-02-10700-39352;;2;;40.04479;-8.86101;130;LEIROSA;;;MARINHA DAS ONDAS;FIGUEIRA DA FOZ;0605;COIMBRA;06;;;;09/02/2026;060508;55;14000
268;02;10700;;39353;;268-02-10700-39353;268-02-10700-39353;;2;;40.04479;-8.86101;335;LEIROSA;;;MARINHA DAS ONDAS;FIGUEIRA DA FOZ;0605;COIMBRA;06;;;;09/02/2026;060508;55;14000
268;02;10700;;8691;;268-02-10700-8691;268-02-10700-8691;;2;;40.065179;-8.862786;0;LAVOS SUL;;;LAVOS;FIGUEIRA DA FOZ;0605;COIMBRA;06;;;;09/02/2026;060522;63;14000
268;02;10700;;8692;;268-02-10700-8692;268-02-10700-8692;;2;;40.065179;-8.862786;120;LAVOS SUL;;;LAVOS;FIGUEIRA DA FOZ;0605;COIMBRA;06;;;;09/02/2026;060522;63;14000
268;02;10700;;8693;;268-02-10700-8693;268-02-10700-8693;;2;;40.065179;-8.862786;240;LAVOS SUL;;;LAVOS;FIGUEIRA DA FOZ;0605;COIMBRA;06;;;;09/02/2026;060522;63;14000
268;02;10701;;8331;;268-02-10701-8331;268-02-10701-8331;;2;;40.172296;-8.493892;10;CEGONHEIRA;;;UNIAO DAS FREGUESIAS DE TAVEIRO AMEAL E ARZILA;COIMBRA;0603;COIMBRA;06;;;;09/02/2026;060340;63;14000
268;02;10701;;8332;;268-02-10701-8332;268-02-10701-8332;;2;;40.172296;-8.493892;90;CEGONHEIRA;;;UNIAO DAS FREGUESIAS DE TAVEIRO AMEAL E ARZILA;COIMBRA;0603;COIMBRA;06;;;;09/02/2026;060340;63;14000
268;02;10701;;8333;;268-02-10701-8333;268-02-10701-8333;;2;;40.172296;-8.493892;180;CEGONHEIRA;;;UNIAO DAS FREGUESIAS DE TAVEIRO AMEAL E ARZILA;COIMBRA;0603;COIMBRA;06;;;;09/02/2026;060340;63;14000
268;02;10702;;43001;;268-02-10702-43001;268-02-10702-43001;;2;;40.10347;-8.03985;60;MALHADA;;;PESSEGUEIRO;PAMPILHOSA DA SERRA;0612;COIMBRA;06;;;;09/02/2026;061207;63;14000
268;02;10702;;43002;;268-02-10702-43002;268-02-10702-43002;;2;;40.10347;-8.03985;160;MALHADA;;;PESSEGUEIRO;PAMPILHOSA DA SERRA;0612;COIMBRA;06;;;;09/02/2026;061207;63;14000
268;02;10702;;43003;;268-02-10702-43003;268-02-10702-43003;;2;;40.10347;-8.03985;230;MALHADA;;;PESSEGUEIRO;PAMPILHOSA DA SERRA;0612;COIMBRA;06;;;;09/02/2026;061207;63;14000
268;02;10702;;52861;;268-02-10702-52861;268-02-10702-52861;;2;;40.230646;-8.202785;100;LAVEGADAS_067N4;;;LAVEGADAS;VILA NOVA DE POIARES;0617;COIMBRA;06;;;;09/02/2026;061702;63;14000
268;02;10702;;52862;;268-02-10702-52862;268-02-10702-52862;;2;;40.230646;-8.202785;255;LAVEGADAS_067N4;;;LAVEGADAS;VILA NOVA DE POIARES;0617;COIMBRA;06;;;;09/02/2026;061702;63;14000
268;02;10702;;52863;;268-02-10702-52863;268-02-10702-52863;;2;;40.230646;-8.202785;340;LAVEGADAS_067N4;;;LAVEGADAS;VILA NOVA DE POIARES;0617;COIMBRA;06;;;;09/02/2026;061702;63;14000
268;02;10702;;60071;;268-02-10702-60071;268-02-10702-60071;;2;;40.063175;-8.427376;80;ALFAFAR_094S5;;;PODENTES;PENELA;0614;COIMBRA;06;;;;09/02/2026;061403;63;14000
268;02;10702;;60072;;268-02-10702-60072;268-02-10702-60072;;2;;40.063175;-8.427376;150;ALFAFAR_094S5;;;PODENTES;PENELA;0614;COIMBRA;06;;;;09/02/2026;061403;63;14000
268;02;10702;;60073;;268-02-10702-60073;268-02-10702-60073;;2;;40.063175;-8.427376;300;ALFAFAR_094S5;;;PODENTES;PENELA;0614;COIMBRA;06;;;;09/02/2026;061403;63;14000
268;02;10702;;60101;;268-02-10702-60101;268-02-10702-60101;;2;;40.22731;-8.0543;70;ARGANIL CENTRO;;;ARGANIL;ARGANIL;0601;COIMBRA;06;;;;09/02/2026;060102;63;7274
268;02;10702;;60102;;268-02-10702-60102;268-02-10702-60102;;2;;40.22731;-8.0543;170;ARGANIL CENTRO;;;ARGANIL;ARGANIL;0601;COIMBRA;06;;;;09/02/2026;060102;63;7306
268;02;10702;;60103;;268-02-10702-60103;268-02-10702-60103;;2;;40.22731;-8.0543;300;ARGANIL CENTRO;;;ARGANIL;ARGANIL;0601;COIMBRA;06;;;;09/02/2026;060102;63;7883
268;02;10702;;8511;;268-02-10702-8511;268-02-10702-8511;;2;;40.048447;-8.560914;20;CASAL OVELHEIROS;;;SOURE;SOURE;0615;COIMBRA;06;;;;09/02/2026;061509;63;14000
268;02;10702;;8512;;268-02-10702-8512;268-02-10702-8512;;2;;40.048447;-8.560914;140;CASAL OVELHEIROS;;;SOURE;SOURE;0615;COIMBRA;06;;;;09/02/2026;061509;63;14000
268;02;10702;;8513;;268-02-10702-8513;268-02-10702-8513;;2;;40.048447;-8.560914;240;CASAL OVELHEIROS;;;SOURE;SOURE;0615;COIMBRA;06;;;;09/02/2026;061509;63;14000
268;02;10702;;8901;;268-02-10702-8901;268-02-10702-8901;;2;;39.993277;-8.381887;30;TALISCAS;;;UNIAO DAS FREGUESIAS DE SAO MIGUEL SANTA EUFEMIA E RABACAL;PENELA;0614;COIMBRA;06;;;;09/02/2026;061407;63;14000
268;02;10702;;8902;;268-02-10702-8902;268-02-10702-8902;;2;;39.993277;-8.381887;160;TALISCAS;;;UNIAO DAS FREGUESIAS DE SAO MIGUEL SANTA EUFEMIA E RABACAL;PENELA;0614;COIMBRA;06;;;;09/02/2026;061407;63;13460
268;02;10702;;9821;;268-02-10702-9821;268-02-10702-9821;;2;;40.340214;-8.012334;90;S_JOAO_DA_BOA_VISTA_065N4;;;SAO JOAO DA BOA VISTA;TABUA;0616;COIMBRA;06;;;;09/02/2026;061612;63;14000
268;02;10702;;9822;;268-02-10702-9822;268-02-10702-9822;;2;;40.340214;-8.012334;220;S_JOAO_DA_BOA_VISTA_065N4;;;SAO JOAO DA BOA VISTA;TABUA;0616;COIMBRA;06;;;;09/02/2026;061612;63;14000
268;02;10702;;9823;;268-02-10702-9823;268-02-10702-9823;;2;;40.340214;-8.012334;320;S_JOAO_DA_BOA_VISTA_065N4;;;SAO JOAO DA BOA VISTA;TABUA;0616;COIMBRA;06;;;;09/02/2026;061612;63;6981
268;02;11000;;13601;;268-02-11000-13601;268-02-11000-13601;;2;;40.580003;-7.240912;60;ARRIFANA_214N4;;;ALVENDRE;GUARDA;0907;GUARDA;09;;;;09/02/2026;090705;63;14000
268;02;11000;;13602;;268-02-11000-13602;268-02-11000-13602;;2;;40.580003;-7.240912;215;ARRIFANA_214N4;;;ALVENDRE;GUARDA;0907;GUARDA;09;;;;09/02/2026;090705;63;14000
268;02;11000;;13603;;268-02-11000-13603;268-02-11000-13603;;2;;40.580003;-7.240912;295;ARRIFANA_214N4;;;ALVENDRE;GUARDA;0907;GUARDA;09;;;;09/02/2026;090705;63;14000
268;02;11000;;13971;;268-02-11000-13971;268-02-11000-13971;;2;;40.474136;-7.60447;0;ALDEIAS-GOUVEIA M;;;UNIAO DAS FREGUESIAS DE ALDEIAS E MANGUALDE DA SERRA;GOUVEIA;0906;GUARDA;09;;;;09/02/2026;090623;63;14000
